Element, Terminal,  I1, AmpsOver, kVAOver, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1
"Line.LINE_01"        , 1,   205.55,    55.55,    1668.91,    137.0,     34.3,      0.0,      0.0,      0.0,      0.0
