Hour, Sec, ControlIteration, Iterations, LoadMultiplier, Present Tap, Pending Change, Actual Change, Increment, Min Tap, Max Tap
+++ 0 s: Handling TapChange = 0.03125
0, 0.000, 1, 2,   1.00,  1.00000,  0.03125,  0.02188,  0.00313,  0.95000,  1.05000
+++ 0 s: Handling TapChange = 0.0125
0, 0.000, 2, 3,   1.00,  1.02188,  0.01250,  0.00625,  0.00313,  0.95000,  1.05000
+++ 0 s: Handling TapChange = 0.00625
0, 0.000, 3, 3,   1.00,  1.02813,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 60 s: Handling TapChange = -0.025
0, 60.000, 1, 3,   1.00,  1.03125, -0.02500, -0.01563,  0.00313,  0.95000,  1.05000
+++ 60 s: Handling TapChange = -0.009375
0, 60.000, 2, 3,   1.00,  1.01563, -0.00938, -0.00625,  0.00313,  0.95000,  1.05000
+++ 60 s: Handling TapChange = -0.003125
0, 60.000, 3, 3,   1.00,  1.00938, -0.00313, -0.00313,  0.00313,  0.95000,  1.05000
+++ 840 s: Handling TapChange = 0.00625
0, 840.000, 1, 2,   1.00,  1.00625,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 900 s: Handling TapChange = 0.009375
0, 900.000, 1, 3,   1.00,  1.00938,  0.00938,  0.00625,  0.00313,  0.95000,  1.05000
+++ 960 s: Handling TapChange = 0.00625
0, 960.000, 1, 3,   1.00,  1.01563,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 1140 s: Handling TapChange = -0.009375
0, 1140.000, 1, 3,   1.00,  1.01875, -0.00938, -0.00625,  0.00313,  0.95000,  1.05000
+++ 1440 s: Handling TapChange = -0.00625
0, 1440.000, 1, 2,   1.00,  1.01250, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 2040 s: Handling TapChange = 0.003125
0, 2040.000, 1, 3,   1.00,  1.00938,  0.00313,  0.00313,  0.00313,  0.95000,  1.05000
+++ 2220 s: Handling TapChange = 0.00625
0, 2220.000, 1, 3,   1.00,  1.01250,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 2280 s: Handling TapChange = 0.003125
0, 2280.000, 1, 3,   1.00,  1.01563,  0.00313,  0.00313,  0.00313,  0.95000,  1.05000
+++ 2520 s: Handling TapChange = -0.00625
0, 2520.000, 1, 3,   1.00,  1.01875, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 2640 s: Handling TapChange = -0.00625
0, 2640.000, 1, 3,   1.00,  1.01563, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 2700 s: Handling TapChange = -0.00625
0, 2700.000, 1, 2,   1.00,  1.01250, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 2820 s: Handling TapChange = -0.003125
0, 2820.000, 1, 2,   1.00,  1.00938, -0.00313, -0.00313,  0.00313,  0.95000,  1.05000
+++ 3540 s: Handling TapChange = 0.00625
0, 3540.000, 1, 2,   1.00,  1.00625,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 60 s: Handling TapChange = 0.00625
1, 60.000, 1, 3,   1.00,  1.00938,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 120 s: Handling TapChange = 0.00625
1, 120.000, 1, 3,   1.00,  1.01250,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 180 s: Handling TapChange = 0.00625
1, 180.000, 1, 2,   1.00,  1.01563,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 420 s: Handling TapChange = -0.00625
1, 420.000, 1, 3,   1.00,  1.01875, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 480 s: Handling TapChange = -0.00625
1, 480.000, 1, 2,   1.00,  1.01563, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 600 s: Handling TapChange = -0.003125
1, 600.000, 1, 2,   1.00,  1.01250, -0.00313, -0.00313,  0.00313,  0.95000,  1.05000
+++ 1140 s: Handling TapChange = -0.003125
1, 1140.000, 1, 2,   1.00,  1.00938, -0.00313, -0.00313,  0.00313,  0.95000,  1.05000
+++ 1680 s: Handling TapChange = 0.00625
1, 1680.000, 1, 3,   1.00,  1.00625,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 2040 s: Handling TapChange = 0.00625
1, 2040.000, 1, 3,   1.00,  1.00938,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 2520 s: Handling TapChange = -0.003125
1, 2520.000, 1, 3,   1.00,  1.01250, -0.00313, -0.00313,  0.00313,  0.95000,  1.05000
+++ 3300 s: Handling TapChange = 0.00625
1, 3300.000, 1, 3,   1.00,  1.00938,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 3540 s: Handling TapChange = 0.00625
1, 3540.000, 1, 2,   1.00,  1.01250,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 0 s: Handling TapChange = 0.00625
2, 0.000, 1, 3,   1.00,  1.01563,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 0 s: Handling TapChange = 0.00625
2, 0.000, 2, 3,   1.00,  1.01875,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 360 s: Handling TapChange = -0.00625
2, 360.000, 1, 3,   1.00,  1.02188, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 420 s: Handling TapChange = -0.00625
2, 420.000, 1, 2,   1.00,  1.01875, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 480 s: Handling TapChange = -0.00625
2, 480.000, 1, 3,   1.00,  1.01563, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 540 s: Handling TapChange = -0.00625
2, 540.000, 1, 2,   1.00,  1.01250, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 1140 s: Handling TapChange = 0.00625
2, 1140.000, 1, 3,   1.00,  1.00938,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 1380 s: Handling TapChange = 0.009375
2, 1380.000, 1, 3,   1.00,  1.01250,  0.00938,  0.00625,  0.00313,  0.95000,  1.05000
+++ 1500 s: Handling TapChange = 0.003125
2, 1500.000, 1, 2,   1.00,  1.01875,  0.00313,  0.00313,  0.00313,  0.95000,  1.05000
+++ 1740 s: Handling TapChange = -0.00625
2, 1740.000, 1, 2,   1.00,  1.02188, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 2220 s: Handling TapChange = -0.003125
2, 2220.000, 1, 2,   1.00,  1.01875, -0.00313, -0.00313,  0.00313,  0.95000,  1.05000
+++ 3360 s: Handling TapChange = 0.00625
2, 3360.000, 1, 3,   1.00,  1.01563,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 3540 s: Handling TapChange = 0.00625
2, 3540.000, 1, 3,   1.00,  1.01875,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 420 s: Handling TapChange = -0.00625
3, 420.000, 1, 3,   1.00,  1.02188, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 480 s: Handling TapChange = -0.00625
3, 480.000, 1, 3,   1.00,  1.01875, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 540 s: Handling TapChange = -0.00625
3, 540.000, 1, 2,   1.00,  1.01563, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 1020 s: Handling TapChange = 0.00625
3, 1020.000, 1, 3,   1.00,  1.01250,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 1140 s: Handling TapChange = 0.003125
3, 1140.000, 1, 2,   1.00,  1.01563,  0.00313,  0.00313,  0.00313,  0.95000,  1.05000
+++ 1560 s: Handling TapChange = -0.003125
3, 1560.000, 1, 3,   1.00,  1.01875, -0.00313, -0.00313,  0.00313,  0.95000,  1.05000
+++ 1800 s: Handling TapChange = -0.00625
3, 1800.000, 1, 2,   1.00,  1.01563, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 1860 s: Handling TapChange = -0.00625
3, 1860.000, 1, 2,   1.00,  1.01250, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 1980 s: Handling TapChange = -0.003125
3, 1980.000, 1, 2,   1.00,  1.00938, -0.00313, -0.00313,  0.00313,  0.95000,  1.05000
+++ 2280 s: Handling TapChange = 0.00625
3, 2280.000, 1, 2,   1.00,  1.00625,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 3000 s: Handling TapChange = -0.003125
3, 3000.000, 1, 3,   1.00,  1.00938, -0.00313, -0.00313,  0.00313,  0.95000,  1.05000
+++ 1020 s: Handling TapChange = 0.009375
4, 1020.000, 1, 3,   1.00,  1.00625,  0.00938,  0.00625,  0.00313,  0.95000,  1.05000
+++ 1380 s: Handling TapChange = -0.00625
4, 1380.000, 1, 3,   1.00,  1.01250, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 1740 s: Handling TapChange = -0.00625
4, 1740.000, 1, 2,   1.00,  1.00938, -0.00625, -0.00313,  0.00313,  0.95000,  1.05000
+++ 1800 s: Handling TapChange = -0.003125
4, 1800.000, 1, 2,   1.00,  1.00625, -0.00313, -0.00313,  0.00313,  0.95000,  1.05000
+++ 2340 s: Handling TapChange = 0.00625
4, 2340.000, 1, 2,   1.00,  1.00313,  0.00625,  0.00313,  0.00313,  0.95000,  1.05000
+++ 2820 s: Handling TapChange = 0.003125
4, 2820.000, 1, 2,   1.00,  1.00625,  0.00313,  0.00313,  0.00313,  0.95000,  1.05000
