0,0,-11.6,0,0,-9.4,-9.2,-15.6,0,-8.8,-12.2,-14.2,-14
0,0,-11.2,0,0,-9.2,-9,-16,0,-8.8,-10.2,-14.2,-14.6
0,0,-11.4,0,0,-6.8,-8.2,-16.6,0,-10,-10,-14,-15.2
0,0,-11.6,0,0,-7,-5.4,-16.8,0,-10.4,-9.4,-13,-15.2
0,0,-10.6,0,0,-7.4,-5,-16.6,0,-11,-10.6,-13,-15
0,0,-10.2,0,0,-8,-4.8,-16.2,0,-10.6,-11.2,-13.4,-15
0,0,-10,0,0,-9.4,-5.2,-17,0,-8.4,-11.6,-13.6,-12.8
0,0,-8.8,0,0,-10.2,-5.4,-17,0,-8,-11.8,-14.2,-12.4
0,0,-8.2,0,0,-10.2,-5.4,-16.4,0,-8.2,-11.8,-14,-12.4
0,0,-7.6,0,0,-8.2,-7.2,-16.4,0,-7.8,-12.6,-14,-12.6
0,0,-7.4,0,0,-7.6,-8,-16.2,0,-7.4,-13,-13,-12.6
0,0,-9,0,0,-8,-10.2,-15,0,-7.4,-14,-12.2,-11.8
0,0,-7.8,0,0,-7.8,-10.6,-15.2,0,-8.4,-14,-12,-10.8
0,0,-8.6,0,0,-8.8,-11.2,-15.2,0,-8.2,-14,-11.8,-10.6
0,0,-9.2,0,0,-9.2,-12,-15.2,0,-9,-14,-12,-11.4
0,0,-10.2,0,0,-10,-12.2,-15.2,0,-9.4,-14.2,-12.4,-11.6
0,0,-10.2,0,0,-8.6,-12.6,-15,0,-8,-14,-13,-11.8
0,0,-10.4,0,0,-8.4,-12.8,-15,0,-8,-14,-13,-12.2
0,0,-10.2,0,0,-8.6,-12.4,-15.4,0,-7.8,-14,-13,-13.2
0,0,-10.4,0,0,-8.6,-9.2,-15.4,0,-8.6,-14.2,-13,-14.2
0,0,-9.8,0,0,-8.8,-7.6,-15.6,0,-8.6,-13.6,-11.2,-14.2
0,0,-10.4,0,0,-8.6,-7.4,-16.6,0,-8.8,-12.4,-11.4,-11.8
0,0,-10.4,0,0,-8,-7,-16.6,0,-8.8,-12.2,-12.6,-11.6
0,0,-10.4,0,0,-9,-6.8,-16.2,0,-9.8,-12.4,-13.2,-11.8
0,0,-10,0,0,-9.8,-5.6,-16,0,-10.2,-12,-13,-13
0,0,-10.2,0,0,-8.6,-5.2,-16,0,-10.6,-12,-13.4,-13.6
0,0,-11,0,0,-8.8,-6.6,-16,0,-10.6,-12,-13.8,-15.4
0,0,-11,0,0,-9.6,-7.2,-16.4,0,-11,-12,-14.4,-15.4
0,0,-9.6,0,0,-10,-7.8,-16.4,0,-11.2,-12,-14,-15.2
0,0,-9.6,0,0,-11,-8.6,-16.2,0,-11.4,-12.6,-14,-15.2
0,0,-8.6,0,0,-10.6,-8.8,-16.2,0,-11.4,-13.2,-13.8,-15.2
0,0,-8.2,0,0,-9.2,-10,-15.8,0,-11.4,-14,-13.8,-15.4
