0,0,837.2,0,0,733.9,800.8,1226.9,0,1064.9,1495.7,2419.3,738
0,0,805.7,0,0,748.2,792.6,1163.4,0,1016,2022.3,2153.2,704
0,0,862.7,0,0,1047,926,1204.6,0,995.8,2251.5,2101.8,683.3
0,0,1152.4,0,0,1131.1,1327,1201.4,0,1007.6,2285.8,1960.8,684
0,0,1376.2,0,0,1152.7,1382.3,1098.9,0,961.5,2234.6,1941.8,677.9
0,0,1457.7,0,0,1019.5,1385.1,1004.5,0,941.5,1866.8,1768.4,677
0,0,1322.8,0,0,805.6,1346.2,1149.9,0,1175.1,1531.2,1659.3,915.2
0,0,1340.3,0,0,708,1171.3,1147.8,0,1202.9,1419.8,1579.9,953.7
0,0,1066,0,0,906.4,1131.1,909.7,0,1143.5,1356.8,1275.4,951.3
0,0,933.2,0,0,1288.6,969.3,904.4,0,1084.8,1199.8,1257.3,965.6
0,0,887.5,0,0,1166.5,1024.3,865.9,0,1147.8,937.1,1044.9,731
0,0,713,0,0,1172.7,1086.6,1085.8,0,1176.6,844.1,1023.3,842.7
0,0,1306.6,0,0,1147.8,1174,1244.7,0,1033.9,854.6,1034.9,973.1
0,0,1166.5,0,0,900.8,1363.2,1482.2,0,1406.2,865.2,1209.2,1116.1
0,0,1200.3,0,0,868.3,2010.9,1414.2,0,1505.9,989.4,1573.8,1054.6
0,0,1530.2,0,0,754,2139.5,1379.6,0,2031.4,1164.9,1848.7,1067
0,0,1874.9,0,0,764.5,2486.6,1360.1,0,2333.8,1180.1,2130.9,952.6
0,0,1867.2,0,0,755.4,2002.1,1362,0,2076.5,1179.9,2122.7,839.5
0,0,1857.1,0,0,742.1,1638.6,1343.1,0,1965.7,1180.5,2034.1,692.5
0,0,1428.2,0,0,739.1,1742.9,1279.7,0,1420.1,1178.2,1861.2,709
0,0,1292.4,0,0,1016.5,1810,1243.2,0,1344,1212.8,1945.9,992.2
0,0,942.3,0,0,1376.4,1571.3,1243.4,0,1445.2,1299,1785,1411.2
0,0,781.9,0,0,1568,1416.9,1198,0,1435.5,1269.4,1715.3,1356.6
0,0,740.5,0,0,1403.9,1365.3,1165.2,0,1211.2,1274.4,1828.1,1357.6
0,0,969,0,0,1483.6,1551.8,1102.9,0,1041.7,1515.6,1817.7,1099.9
0,0,1137.3,0,0,1839,1657.7,1095.7,0,910.7,1761.8,1677.2,976.3
0,0,1647.6,0,0,2000.9,1428,1097.1,0,879.9,1846.7,1569.3,811.9
0,0,1708.8,0,0,2043,1387.6,1261.9,0,987.9,1849.7,1543,709.6
0,0,1991.4,0,0,1905.3,1347.4,1304.3,0,1149.6,1852.2,1819.8,671.1
0,0,1530.6,0,0,1541.5,1088.6,1211,0,1161.9,1719.2,1792.6,668.7
0,0,1445.7,0,0,1278.7,930.4,1189.5,0,1084.9,1739.8,1755.1,672.3
0,0,1524.7,0,0,1335.8,1042.3,1253.5,0,1013.5,1748.4,1749.5,703.7
0,0,1524.3,0,0,1404,1279.5,1364.4,0,1118.4,1858.7,1747.2,768.9
0,0,1576,0,0,1373.8,1452.7,1264,0,1334.3,1846.7,1772.9,769.2
0,0,1604.3,0,0,1373.3,1552.3,1182.2,0,1568.3,1838.2,2304.2,768.8
0,0,1468.9,0,0,1225.1,1755.7,1240.9,0,1592.4,1844.6,2325.8,1091.3
0,0,1355.9,0,0,1185.6,1710.3,1209.8,0,1593.6,1844.6,2493,1409.4
0,0,1477,0,0,1144.1,1648.4,1196.2,0,1940.1,1845.6,2578.5,1486.9
0,0,1616.8,0,0,1029.1,1427.9,1195.6,0,2149.4,1667,2482,1574.3
