Reactive,Active,Time
783.3121948242188,-231.21668243408203,0
780.3642883300781,-232.5768585205078,1
774.4741516113281,-240.48273468017578,2
770.3031921386719,-248.47164916992188,3
778.1357116699219,-239.17838287353516,4
785.4304504394531,-235.19927215576172,5
782.1600952148438,-249.17486572265625,6
788.1415100097656,-239.28392028808594,7
792.1255187988281,-233.40904998779297,8
787.0424194335938,-243.02684783935547,9
785.71728515625,-241.2392807006836,10
784.2162780761719,-240.70458984375,11
780.0195922851562,-247.73355102539062,12
780.4206848144531,-248.40259552001953,13
788.1069946289062,-237.5592498779297,14
788.9534912109375,-241.7915496826172,15
784.5309448242188,-252.21839904785156,16
786.3751831054688,-247.8786849975586,17
789.2472839355469,-244.72824096679688,18
786.91845703125,-253.08336639404297,19
788.7019958496094,-251.76363372802734,20
789.239501953125,-252.95972442626953,21
789.3422241210938,-255.04779052734375,22
791.2915649414062,-253.45436096191406,23
792.5234069824219,-253.41020965576172,24
788.1394958496094,-264.6371612548828,25
789.9815368652344,-263.47242736816406,26
795.8698425292969,-256.9921417236328,27
791.1622924804688,-272.1873779296875,28
802.8817749023438,-251.69032287597656,29
798.7538452148438,-262.6416778564453,30
795.320068359375,-267.9477310180664,31
793.0665893554688,-270.04341888427734,32
797.6549377441406,-262.52796936035156,33
798.5173645019531,-265.05088806152344,34
796.2972106933594,-272.4932556152344,35
796.8016662597656,-274.330810546875,36
796.9660034179688,-278.4119338989258,37
803.4798889160156,-270.75755310058594,38
805.0790405273438,-272.51385498046875,39
809.0922546386719,-265.85314178466797,40
805.7414245605469,-270.6841278076172,41
800.572998046875,-276.3805389404297,42
795.3798522949219,-283.025390625,43
801.94189453125,-270.6111145019531,44
800.9460754394531,-278.1141357421875,45
805.2926330566406,-274.6255645751953,46
800.2882690429688,-289.10902404785156,47
804.2311706542969,-284.60877227783203,48
808.2627868652344,-281.98729705810547,49
814.0533142089844,-275.6198959350586,50
804.9764099121094,-296.95587158203125,51
815.12841796875,-276.8983840942383,52
815.1775817871094,-279.60230255126953,53
811.4436950683594,-287.05755615234375,54
811.8576965332031,-283.10291290283203,55
809.031005859375,-286.89752197265625,56
807.2170715332031,-290.3411865234375,57
811.4403076171875,-283.3783721923828,58
813.4695739746094,-282.2896957397461,59
808.0339965820312,-294.3017578125,60
809.1175231933594,-291.7411422729492,61
808.5377197265625,-295.86861419677734,62
808.8576049804688,-300.4417419433594,63
816.1929016113281,-291.7045669555664,64
821.9107360839844,-286.3993148803711,65
821.8276062011719,-288.1278533935547,66
817.2637023925781,-293.2577362060547,67
813.0288391113281,-295.71118927001953,68
814.0893859863281,-290.80204010009766,69
807.8864135742188,-304.90514373779297,70
812.8358459472656,-299.0235900878906,71
817.6712036132812,-296.23926544189453,72
818.7358703613281,-300.07090759277344,73
824.999267578125,-290.0288314819336,74
819.2749328613281,-302.60941314697266,75
818.2015686035156,-303.23746490478516,76
820.8525695800781,-297.59532165527344,77
823.4977111816406,-294.4749755859375,78
822.9071960449219,-296.17765045166016,79
823.6461181640625,-292.26512145996094,80
824.0568237304688,-287.72843170166016,81
818.1667785644531,-294.56346130371094,82
813.022705078125,-299.61163330078125,83
814.8580627441406,-293.754638671875,84
812.9598083496094,-300.59083557128906,85
820.6433715820312,-289.62915802001953,86
819.0550231933594,-297.42871856689453,87
819.7173156738281,-297.28031158447266,88
817.4732666015625,-301.58663177490234,89
821.3476867675781,-294.01263427734375,90
819.5433654785156,-299.45597076416016,91
824.8997497558594,-289.3392105102539,92
820.9807434082031,-297.6241149902344,93
820.4660339355469,-297.0644760131836,94
822.0062255859375,-291.656982421875,95
816.2693481445312,-302.61380767822266,96
818.7027282714844,-297.7309799194336,97
817.7795104980469,-302.8966827392578,98
823.5441284179688,-294.8927688598633,99
836.9057922363281,-290.26739501953125,100
868.424560546875,-257.99244689941406,101
872.9704284667969,-249.07523345947266,102
850.8400268554688,-248.8857421875,103
815.876953125,-253.71050262451172,104
789.8214111328125,-258.84107208251953,105
792.00146484375,-242.95612335205078,106
806.6559448242188,-236.67031860351562,107
832.4491882324219,-218.52987670898438,108
839.4258728027344,-214.08132934570312,109
825.6087341308594,-215.68972778320312,110
803.545166015625,-215.5393524169922,111
784.2049255371094,-219.92303466796875,112
775.9248046875,-226.32687377929688,113
790.8081665039062,-215.38066864013672,114
814.339599609375,-207.18077087402344,115
828.79833984375,-201.23556518554688,116
829.8695983886719,-186.05447387695312,117
801.1924438476562,-202.3179702758789,118
771.3900146484375,-215.67354583740234,119
763.4421844482422,-214.1216812133789,120
780.2356567382812,-206.50616455078125,121
812.8200988769531,-187.9434814453125,122
826.4241943359375,-184.468505859375,123
821.2235412597656,-175.83259963989258,124
787.8048706054688,-193.4776611328125,125
759.3826446533203,-202.50901794433594,126
750.5807189941406,-206.23697662353516,127
770.6700439453125,-195.45030212402344,128
799.805419921875,-187.42411422729492,129
825.7366333007812,-168.48985290527344,130
818.70263671875,-172.85393142700195,131
795.7443237304688,-170.72876358032227,132
752.593505859375,-201.52727508544922,133
735.0774993896484,-211.69214630126953,134
754.6694183349609,-199.1070785522461,135
793.5207824707031,-175.5182991027832,136
826.63330078125,-154.7797508239746,137
820.6337585449219,-164.88433456420898,138
786.8106994628906,-178.15715789794922,139
746.3447570800781,-199.75611877441406,140
736.2963409423828,-197.71133422851562,141
749.9145812988281,-199.12914276123047,142
794.8319091796875,-161.6495132446289,143
815.3109741210938,-160.01647567749023,144
811.0024108886719,-162.09177017211914,145
