Attack,Stretch,Stretch_sum,Translate,Translate_sum,Voltage
0.5,0.22499999999999998,0.725,-0.5,0.0,0.9820000000000001
0.5,0.22249999999999998,0.7224999999999999,-0.5,0.0,0.9822000000000001
0.5,0.21999999999999997,0.72,-0.5,0.0,0.9824
0.5,0.21749999999999997,0.7175,-0.5,0.0,0.9826
0.5,0.21499999999999997,0.715,-0.5,0.0,0.9828
0.5,0.21249999999999997,0.7124999999999999,-0.5,0.0,0.9830000000000001
0.5,0.21000000000000002,0.71,-0.5,0.0,0.9832000000000001
0.5,0.20750000000000002,0.7075,-0.5,0.0,0.9834
0.5,0.20500000000000002,0.7050000000000001,-0.5,0.0,0.9836
0.5,0.2025,0.7025,-0.5,0.0,0.9838
0.5,0.2,0.7,-0.5,0.0,0.9840000000000001
0.5,0.1975,0.6975,-0.5,0.0,0.9842000000000001
0.5,0.195,0.6950000000000001,-0.5,0.0,0.9844
0.5,0.1925,0.6925,-0.5,0.0,0.9846
0.5,0.19,0.69,-0.5,0.0,0.9848
0.5,0.1875,0.6875,-0.5,0.0,0.9850000000000001
0.5,0.185,0.685,-0.5,0.0,0.9852000000000001
0.5,0.1825,0.6825,-0.5,0.0,0.9854
0.5,0.18,0.6799999999999999,-0.5,0.0,0.9856
0.5,0.1775,0.6775,-0.5,0.0,0.9858
0.5,0.175,0.675,-0.5,0.0,0.986
0.5,0.1725,0.6725,-0.5,0.0,0.9862000000000001
0.5,0.16999999999999998,0.6699999999999999,-0.5,0.0,0.9864
0.5,0.16749999999999998,0.6675,-0.5,0.0,0.9866
0.5,0.16499999999999998,0.665,-0.5,0.0,0.9868
0.5,0.16249999999999998,0.6625,-0.5,0.0,0.9870000000000001
0.5,0.15999999999999998,0.6599999999999999,-0.5,0.0,0.9872000000000001
0.5,0.15749999999999997,0.6575,-0.5,0.0,0.9874
0.5,0.15499999999999997,0.655,-0.5,0.0,0.9876
0.5,0.15249999999999997,0.6525,-0.5,0.0,0.9878
0.5,0.14999999999999997,0.6499999999999999,-0.5,0.0,0.988
0.5,0.14750000000000002,0.6475,-0.5,0.0,0.9882000000000001
0.5,0.14500000000000002,0.645,-0.5,0.0,0.9884000000000001
0.5,0.14250000000000002,0.6425000000000001,-0.5,0.0,0.9886
0.5,0.14,0.64,-0.5,0.0,0.9888
0.5,0.1375,0.6375,-0.5,0.0,0.9890000000000001
0.5,0.135,0.635,-0.5,0.0,0.9892000000000001
0.5,0.1325,0.6325000000000001,-0.5,0.0,0.9894000000000001
0.5,0.13,0.63,-0.5,0.0,0.9896
0.5,0.1275,0.6275,-0.5,0.0,0.9898
0.5,0.125,0.625,-0.5,0.0,0.99
0.5,0.1225,0.6225,-0.5,0.0,0.9902000000000001
0.5,0.12,0.62,-0.5,0.0,0.9904000000000001
0.5,0.1175,0.6174999999999999,-0.5,0.0,0.9906
0.5,0.11499999999999999,0.615,-0.5,0.0,0.9908
0.5,0.11249999999999999,0.6125,-0.5,0.0,0.9910000000000001
0.5,0.10999999999999999,0.61,-0.5,0.0,0.9912000000000001
0.5,0.10749999999999998,0.6074999999999999,-0.5,0.0,0.9914000000000001
0.5,0.10499999999999998,0.605,-0.5,0.0,0.9916
0.5,0.10249999999999998,0.6025,-0.5,0.0,0.9918
0.5,0.09999999999999998,0.6,-0.5,0.0,0.992
0.5,0.09749999999999998,0.5974999999999999,-0.5,0.0,0.9922000000000001
0.5,0.09499999999999997,0.595,-0.5,0.0,0.9924000000000001
0.5,0.09249999999999997,0.5925,-0.5,0.0,0.9926
0.5,0.08999999999999997,0.59,-0.5,0.0,0.9928
0.5,0.08749999999999997,0.5874999999999999,-0.5,0.0,0.9930000000000001
0.5,0.08499999999999996,0.585,-0.5,0.0,0.9932000000000001
0.5,0.08250000000000002,0.5825,-0.5,0.0,0.9934000000000001
0.5,0.08000000000000002,0.5800000000000001,-0.5,0.0,0.9936
0.5,0.07750000000000001,0.5775,-0.5,0.0,0.9938
0.5,0.07500000000000001,0.575,-0.5,0.0,0.994
0.5,0.07250000000000001,0.5725,-0.5,0.0,0.9942000000000001
0.5,0.07,0.5700000000000001,-0.5,0.0,0.9944000000000001
0.5,0.0675,0.5675,-0.5,0.0,0.9946
0.5,0.065,0.565,-0.5,0.0,0.9948
0.5,0.0625,0.5625,-0.5,0.0,0.9950000000000001
0.5,0.06,0.56,-0.5,0.0,0.9952000000000001
0.5,0.057499999999999996,0.5575,-0.5,0.0,0.9954000000000001
0.5,0.05499999999999999,0.5549999999999999,-0.5,0.0,0.9956
0.5,0.05249999999999999,0.5525,-0.5,0.0,0.9958
0.5,0.04999999999999999,0.55,-0.5,0.0,0.996
0.5,0.04749999999999999,0.5475,-0.5,0.0,0.9962000000000001
0.5,0.044999999999999984,0.5449999999999999,-0.5,0.0,0.9964000000000001
0.5,0.04249999999999998,0.5425,-0.5,0.0,0.9966
0.5,0.03999999999999998,0.54,-0.5,0.0,0.9968
0.5,0.03749999999999998,0.5375,-0.5,0.0,0.9970000000000001
0.5,0.034999999999999976,0.5349999999999999,-0.5,0.0,0.9972000000000001
0.5,0.03249999999999997,0.5325,-0.5,0.0,0.9974000000000001
0.5,0.02999999999999997,0.53,-0.5,0.0,0.9976
0.5,0.02749999999999997,0.5275,-0.5,0.0,0.9978
0.5,0.024999999999999967,0.5249999999999999,-0.5,0.0,0.998
0.5,0.022499999999999964,0.5225,-0.5,0.0,0.9982000000000001
0.5,0.020000000000000018,0.52,-0.5,0.0,0.9984000000000001
0.5,0.017500000000000016,0.5175000000000001,-0.5,0.0,0.9986
0.5,0.015000000000000013,0.515,-0.5,0.0,0.9988
0.5,0.012500000000000011,0.5125,-0.5,0.0,0.9990000000000001
0.4,0.010000000000000009,0.41000000000000003,-0.5,-0.09999999999999998,0.9992000000000001
0.3,0.007500000000000007,0.3075,-0.5,-0.2,0.9994000000000001
0.19999999999999996,0.0050000000000000044,0.20499999999999996,-0.5,-0.30000000000000004,0.9996
0.09999999999999998,0.0025000000000000022,0.10249999999999998,-0.5,-0.4,0.9998
0.0,0.0,0.0,-0.5,-0.5,1.0
-0.10000000000000009,-0.0025000000000000577,-0.10250000000000015,-0.5,-0.6000000000000001,1.0002
-0.20000000000000007,-0.0050000000000000044,-0.20500000000000007,-0.5,-0.7000000000000001,1.0004
-0.30000000000000004,-0.007500000000000062,-0.3075000000000001,-0.5,-0.8,1.0006000000000002
-0.4,-0.010000000000000009,-0.41000000000000003,-0.5,-0.9,1.0008000000000001
-0.5,-0.012499999999999956,-0.5125,-0.5,-1.0,1.0010000000000001
-0.5,-0.015000000000000013,-0.515,-0.5,-1.0,1.0012
-0.5,-0.01749999999999996,-0.5175,-0.5,-1.0,1.0014
-0.5,-0.020000000000000018,-0.52,-0.5,-1.0,1.0016
-0.5,-0.022499999999999964,-0.5225,-0.5,-1.0,1.0018
-0.5,-0.025000000000000022,-0.525,-0.5,-1.0,1.002
-0.5,-0.02749999999999997,-0.5275,-0.5,-1.0,1.0022
-0.5,-0.030000000000000027,-0.53,-0.5,-1.0,1.0024
-0.5,-0.03249999999999997,-0.5325,-0.5,-1.0,1.0026000000000002
-0.5,-0.03500000000000003,-0.535,-0.5,-1.0,1.0028000000000001
-0.5,-0.03749999999999998,-0.5375,-0.5,-1.0,1.0030000000000001
-0.5,-0.040000000000000036,-0.54,-0.5,-1.0,1.0032
-0.5,-0.04249999999999998,-0.5425,-0.5,-1.0,1.0034
-0.5,-0.04500000000000004,-0.545,-0.5,-1.0,1.0036
-0.5,-0.04749999999999999,-0.5475,-0.5,-1.0,1.0038
-0.5,-0.050000000000000044,-0.55,-0.5,-1.0,1.004
-0.5,-0.05249999999999999,-0.5525,-0.5,-1.0,1.0042
-0.5,-0.05500000000000005,-0.555,-0.5,-1.0,1.0044
-0.5,-0.057499999999999996,-0.5575,-0.5,-1.0,1.0046000000000002
-0.5,-0.06000000000000005,-0.56,-0.5,-1.0,1.0048000000000001
-0.5,-0.0625,-0.5625,-0.5,-1.0,1.0050000000000001
-0.5,-0.06500000000000006,-0.5650000000000001,-0.5,-1.0,1.0052
-0.5,-0.0675,-0.5675,-0.5,-1.0,1.0054
-0.5,-0.07000000000000006,-0.5700000000000001,-0.5,-1.0,1.0056
-0.5,-0.07250000000000001,-0.5725,-0.5,-1.0,1.0058
-0.5,-0.07500000000000007,-0.5750000000000001,-0.5,-1.0,1.006
-0.5,-0.07750000000000001,-0.5775,-0.5,-1.0,1.0062
-0.5,-0.07999999999999996,-0.58,-0.5,-1.0,1.0064
-0.5,-0.08250000000000002,-0.5825,-0.5,-1.0,1.0066000000000002
-0.5,-0.08499999999999996,-0.585,-0.5,-1.0,1.0068000000000001
-0.5,-0.08750000000000002,-0.5875,-0.5,-1.0,1.0070000000000001
-0.5,-0.08999999999999997,-0.59,-0.5,-1.0,1.0072
-0.5,-0.09250000000000003,-0.5925,-0.5,-1.0,1.0074
-0.5,-0.09499999999999997,-0.595,-0.5,-1.0,1.0076
-0.5,-0.09750000000000003,-0.5975,-0.5,-1.0,1.0078
-0.5,-0.09999999999999998,-0.6,-0.5,-1.0,1.008
-0.5,-0.10250000000000004,-0.6025,-0.5,-1.0,1.0082
-0.5,-0.10499999999999998,-0.605,-0.5,-1.0,1.0084
-0.5,-0.10750000000000004,-0.6075,-0.5,-1.0,1.0086
-0.5,-0.10999999999999999,-0.61,-0.5,-1.0,1.0088000000000001
-0.5,-0.11250000000000004,-0.6125,-0.5,-1.0,1.0090000000000001
-0.5,-0.11499999999999999,-0.615,-0.5,-1.0,1.0092
-0.5,-0.11750000000000005,-0.6175,-0.5,-1.0,1.0094
-0.5,-0.12,-0.62,-0.5,-1.0,1.0096
-0.5,-0.12250000000000005,-0.6225,-0.5,-1.0,1.0098
-0.5,-0.125,-0.625,-0.5,-1.0,1.01
-0.5,-0.12750000000000006,-0.6275000000000001,-0.5,-1.0,1.0102
-0.5,-0.13,-0.63,-0.5,-1.0,1.0104
-0.5,-0.13250000000000006,-0.6325000000000001,-0.5,-1.0,1.0106000000000002
-0.5,-0.135,-0.635,-0.5,-1.0,1.0108000000000001
-0.5,-0.13750000000000007,-0.6375000000000001,-0.5,-1.0,1.0110000000000001
-0.5,-0.14,-0.64,-0.5,-1.0,1.0112
-0.5,-0.14249999999999996,-0.6425,-0.5,-1.0,1.0114
-0.5,-0.14500000000000002,-0.645,-0.5,-1.0,1.0116
-0.5,-0.14749999999999996,-0.6475,-0.5,-1.0,1.0118
-0.5,-0.15000000000000002,-0.65,-0.5,-1.0,1.012
-0.5,-0.15249999999999997,-0.6525,-0.5,-1.0,1.0122
-0.5,-0.15500000000000003,-0.655,-0.5,-1.0,1.0124
-0.5,-0.15749999999999997,-0.6575,-0.5,-1.0,1.0126
-0.5,-0.16000000000000003,-0.66,-0.5,-1.0,1.0128000000000001
-0.5,-0.16249999999999998,-0.6625,-0.5,-1.0,1.0130000000000001
-0.5,-0.16500000000000004,-0.665,-0.5,-1.0,1.0132
-0.5,-0.16749999999999998,-0.6675,-0.5,-1.0,1.0134
-0.5,-0.17000000000000004,-0.67,-0.5,-1.0,1.0136
-0.5,-0.1725,-0.6725,-0.5,-1.0,1.0138
-0.5,-0.17500000000000004,-0.675,-0.5,-1.0,1.014
-0.5,-0.1775,-0.6775,-0.5,-1.0,1.0142
-0.5,-0.18000000000000005,-0.68,-0.5,-1.0,1.0144
-0.5,-0.1825,-0.6825,-0.5,-1.0,1.0146000000000002
-0.5,-0.18500000000000005,-0.685,-0.5,-1.0,1.0148000000000001
-0.5,-0.1875,-0.6875,-0.5,-1.0,1.0150000000000001
-0.5,-0.19000000000000006,-0.6900000000000001,-0.5,-1.0,1.0152
-0.5,-0.1925,-0.6925,-0.5,-1.0,1.0154
-0.5,-0.19500000000000006,-0.6950000000000001,-0.5,-1.0,1.0156
-0.5,-0.1975,-0.6975,-0.5,-1.0,1.0158
-0.5,-0.20000000000000007,-0.7000000000000001,-0.5,-1.0,1.016
-0.5,-0.2025,-0.7025,-0.5,-1.0,1.0162
-0.5,-0.20499999999999996,-0.705,-0.5,-1.0,1.0164
-0.5,-0.20750000000000002,-0.7075,-0.5,-1.0,1.0166
-0.5,-0.20999999999999996,-0.71,-0.5,-1.0,1.0168000000000001
-0.5,-0.21250000000000002,-0.7125,-0.5,-1.0,1.0170000000000001
-0.5,-0.21499999999999997,-0.715,-0.5,-1.0,1.0172
-0.5,-0.21750000000000003,-0.7175,-0.5,-1.0,1.0174
-0.5,-0.21999999999999997,-0.72,-0.5,-1.0,1.0176
-0.5,-0.22250000000000003,-0.7225,-0.5,-1.0,1.0178
-0.5,-0.22499999999999998,-0.725,-0.5,-1.0,1.018
-0.5,-0.22750000000000004,-0.7275,-0.5,-1.0,1.0182
-0.5,-0.22999999999999998,-0.73,-0.5,-1.0,1.0184
-0.5,-0.23250000000000004,-0.7325,-0.5,-1.0,1.0186000000000002
-0.5,-0.235,-0.735,-0.5,-1.0,1.0188000000000001
-0.5,-0.23750000000000004,-0.7375,-0.5,-1.0,1.0190000000000001
-0.5,-0.24,-0.74,-0.5,-1.0,1.0192
-0.5,-0.24250000000000005,-0.7425,-0.5,-1.0,1.0194
-0.5,-0.245,-0.745,-0.5,-1.0,1.0196
-0.5,-0.24750000000000005,-0.7475,-0.5,-1.0,1.0198
-0.5,-0.25,-0.75,-0.5,-1.0,1.02
-0.5,-0.25250000000000006,-0.7525000000000001,-0.5,-1.0,1.0202
-0.5,-0.255,-0.755,-0.5,-1.0,1.0204
-0.5,-0.25750000000000006,-0.7575000000000001,-0.5,-1.0,1.0206
-0.5,-0.26,-0.76,-0.5,-1.0,1.0208000000000002
-0.5,-0.26250000000000007,-0.7625000000000001,-0.5,-1.0,1.0210000000000001
-0.5,-0.265,-0.765,-0.5,-1.0,1.0212
-0.5,-0.26750000000000007,-0.7675000000000001,-0.5,-1.0,1.0214
-0.5,-0.27,-0.77,-0.5,-1.0,1.0216
-0.5,-0.27249999999999996,-0.7725,-0.5,-1.0,1.0218
-0.5,-0.275,-0.775,-0.5,-1.0,1.022
-0.5,-0.27749999999999997,-0.7775,-0.5,-1.0,1.0222
-0.5,-0.28,-0.78,-0.5,-1.0,1.0224
-0.5,-0.2825,-0.7825,-0.5,-1.0,1.0226000000000002
-0.5,-0.28500000000000003,-0.785,-0.5,-1.0,1.0228000000000002
-0.5,-0.2875,-0.7875,-0.5,-1.0,1.0230000000000001
-0.5,-0.29000000000000004,-0.79,-0.5,-1.0,1.0232
-0.5,-0.2925,-0.7925,-0.5,-1.0,1.0234
-0.5,-0.29500000000000004,-0.795,-0.5,-1.0,1.0236
-0.5,-0.2975,-0.7975,-0.5,-1.0,1.0238
-0.5,-0.30000000000000004,-0.8,-0.5,-1.0,1.024
-0.5,-0.3025,-0.8025,-0.5,-1.0,1.0242
-0.5,-0.30500000000000005,-0.805,-0.5,-1.0,1.0244
-0.5,-0.3075,-0.8075,-0.5,-1.0,1.0246
-0.5,-0.31000000000000005,-0.81,-0.5,-1.0,1.0248000000000002
-0.5,-0.3125,-0.8125,-0.5,-1.0,1.0250000000000001
-0.5,-0.31500000000000006,-0.8150000000000001,-0.5,-1.0,1.0252000000000001
-0.5,-0.3175,-0.8175,-0.5,-1.0,1.0254
-0.5,-0.32000000000000006,-0.8200000000000001,-0.5,-1.0,1.0256
-0.5,-0.3225,-0.8225,-0.5,-1.0,1.0258
-0.5,-0.32500000000000007,-0.8250000000000001,-0.5,-1.0,1.026
-0.5,-0.3275,-0.8275,-0.5,-1.0,1.0262
-0.5,-0.33000000000000007,-0.8300000000000001,-0.5,-1.0,1.0264
-0.5,-0.3325,-0.8325,-0.5,-1.0,1.0266000000000002
-0.5,-0.33499999999999996,-0.835,-0.5,-1.0,1.0268000000000002
-0.5,-0.3375,-0.8375,-0.5,-1.0,1.0270000000000001
-0.5,-0.33999999999999997,-0.84,-0.5,-1.0,1.0272000000000001
-0.5,-0.3425,-0.8425,-0.5,-1.0,1.0274
-0.5,-0.345,-0.845,-0.5,-1.0,1.0276
-0.5,-0.34750000000000003,-0.8475,-0.5,-1.0,1.0278
-0.5,-0.35,-0.85,-0.5,-1.0,1.028
-0.5,-0.35250000000000004,-0.8525,-0.5,-1.0,1.0282
-0.5,-0.355,-0.855,-0.5,-1.0,1.0284
-0.5,-0.35750000000000004,-0.8575,-0.5,-1.0,1.0286
-0.5,-0.36,-0.86,-0.5,-1.0,1.0288000000000002
-0.5,-0.36250000000000004,-0.8625,-0.5,-1.0,1.0290000000000001
-0.5,-0.365,-0.865,-0.5,-1.0,1.0292000000000001
-0.5,-0.36750000000000005,-0.8675,-0.5,-1.0,1.0294
-0.5,-0.37,-0.87,-0.5,-1.0,1.0296
-0.5,-0.37250000000000005,-0.8725,-0.5,-1.0,1.0298
-0.5,-0.375,-0.875,-0.5,-1.0,1.03
-0.5,-0.37750000000000006,-0.8775000000000001,-0.5,-1.0,1.0302
-0.5,-0.38,-0.88,-0.5,-1.0,1.0304
-0.5,-0.38250000000000006,-0.8825000000000001,-0.5,-1.0,1.0306000000000002
-0.5,-0.385,-0.885,-0.5,-1.0,1.0308000000000002
-0.5,-0.38750000000000007,-0.8875000000000001,-0.5,-1.0,1.0310000000000001
-0.5,-0.39,-0.89,-0.5,-1.0,1.0312000000000001
-0.5,-0.39250000000000007,-0.8925000000000001,-0.5,-1.0,1.0314
-0.5,-0.395,-0.895,-0.5,-1.0,1.0316
-0.5,-0.39749999999999996,-0.8975,-0.5,-1.0,1.0318
-0.5,-0.4,-0.9,-0.5,-1.0,1.032
-0.5,-0.40249999999999997,-0.9025,-0.5,-1.0,1.0322
-0.5,-0.405,-0.905,-0.5,-1.0,1.0324
-0.5,-0.4075,-0.9075,-0.5,-1.0,1.0326
-0.5,-0.41000000000000003,-0.91,-0.5,-1.0,1.0328
-0.5,-0.4125,-0.9125,-0.5,-1.0,1.0330000000000001
-0.5,-0.41500000000000004,-0.915,-0.5,-1.0,1.0332000000000001
-0.5,-0.4175,-0.9175,-0.5,-1.0,1.0334
-0.5,-0.42000000000000004,-0.92,-0.5,-1.0,1.0336
-0.5,-0.4225,-0.9225,-0.5,-1.0,1.0338
-0.5,-0.42500000000000004,-0.925,-0.5,-1.0,1.034
-0.5,-0.4275,-0.9275,-0.5,-1.0,1.0342
-0.5,-0.43000000000000005,-0.93,-0.5,-1.0,1.0344
-0.5,-0.4325,-0.9325,-0.5,-1.0,1.0346000000000002
-0.5,-0.43500000000000005,-0.935,-0.5,-1.0,1.0348000000000002
-0.5,-0.4375,-0.9375,-0.5,-1.0,1.0350000000000001
-0.5,-0.44000000000000006,-0.9400000000000001,-0.5,-1.0,1.0352000000000001
-0.5,-0.4425,-0.9425,-0.5,-1.0,1.0354
-0.5,-0.44500000000000006,-0.9450000000000001,-0.5,-1.0,1.0356
-0.5,-0.4475,-0.9475,-0.5,-1.0,1.0358
-0.5,-0.45000000000000007,-0.9500000000000001,-0.5,-1.0,1.036
-0.5,-0.4525,-0.9525,-0.5,-1.0,1.0362
-0.5,-0.45500000000000007,-0.9550000000000001,-0.5,-1.0,1.0364
-0.5,-0.4575,-0.9575,-0.5,-1.0,1.0366
-0.5,-0.45999999999999996,-0.96,-0.5,-1.0,1.0368
-0.5,-0.4625,-0.9625,-0.5,-1.0,1.0370000000000001
-0.5,-0.46499999999999997,-0.965,-0.5,-1.0,1.0372000000000001
-0.5,-0.4675,-0.9675,-0.5,-1.0,1.0374
-0.5,-0.47,-0.97,-0.5,-1.0,1.0376
-0.5,-0.47250000000000003,-0.9725,-0.5,-1.0,1.0378
-0.5,-0.475,-0.975,-0.5,-1.0,1.038
-0.5,-0.47750000000000004,-0.9775,-0.5,-1.0,1.0382
-0.5,-0.48,-0.98,-0.5,-1.0,1.0384
-0.5,-0.48250000000000004,-0.9825,-0.5,-1.0,1.0386000000000002
-0.5,-0.485,-0.985,-0.5,-1.0,1.0388000000000002
-0.5,-0.48750000000000004,-0.9875,-0.5,-1.0,1.0390000000000001
-0.5,-0.49,-0.99,-0.5,-1.0,1.0392000000000001
-0.5,-0.49250000000000005,-0.9925,-0.5,-1.0,1.0394
-0.5,-0.495,-0.995,-0.5,-1.0,1.0396
-0.5,-0.49750000000000005,-0.9975,-0.5,-1.0,1.0398
-0.5,-0.5,-1.0,-0.5,-1.0,1.04
-0.5,-0.5,-1.0,-0.5,-1.0,1.0402
-0.5,-0.5,-1.0,-0.5,-1.0,1.0404
-0.5,-0.5,-1.0,-0.5,-1.0,1.0406
-0.5,-0.5,-1.0,-0.5,-1.0,1.0408
-0.5,-0.5,-1.0,-0.5,-1.0,1.0410000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0412000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0414
-0.5,-0.5,-1.0,-0.5,-1.0,1.0416
-0.5,-0.5,-1.0,-0.5,-1.0,1.0418
-0.5,-0.5,-1.0,-0.5,-1.0,1.042
-0.5,-0.5,-1.0,-0.5,-1.0,1.0422
-0.5,-0.5,-1.0,-0.5,-1.0,1.0424
-0.5,-0.5,-1.0,-0.5,-1.0,1.0426
-0.5,-0.5,-1.0,-0.5,-1.0,1.0428000000000002
-0.5,-0.5,-1.0,-0.5,-1.0,1.0430000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0432000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0434
-0.5,-0.5,-1.0,-0.5,-1.0,1.0436
-0.5,-0.5,-1.0,-0.5,-1.0,1.0438
-0.5,-0.5,-1.0,-0.5,-1.0,1.044
-0.5,-0.5,-1.0,-0.5,-1.0,1.0442
-0.5,-0.5,-1.0,-0.5,-1.0,1.0444
-0.5,-0.5,-1.0,-0.5,-1.0,1.0446
-0.5,-0.5,-1.0,-0.5,-1.0,1.0448
-0.5,-0.5,-1.0,-0.5,-1.0,1.0450000000000002
-0.5,-0.5,-1.0,-0.5,-1.0,1.0452000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0454
-0.5,-0.5,-1.0,-0.5,-1.0,1.0456
-0.5,-0.5,-1.0,-0.5,-1.0,1.0458
-0.5,-0.5,-1.0,-0.5,-1.0,1.046
-0.5,-0.5,-1.0,-0.5,-1.0,1.0462
-0.5,-0.5,-1.0,-0.5,-1.0,1.0464
-0.5,-0.5,-1.0,-0.5,-1.0,1.0466
-0.5,-0.5,-1.0,-0.5,-1.0,1.0468000000000002
-0.5,-0.5,-1.0,-0.5,-1.0,1.0470000000000002
-0.5,-0.5,-1.0,-0.5,-1.0,1.0472000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0474
-0.5,-0.5,-1.0,-0.5,-1.0,1.0476
-0.5,-0.5,-1.0,-0.5,-1.0,1.0478
-0.5,-0.5,-1.0,-0.5,-1.0,1.048
-0.5,-0.5,-1.0,-0.5,-1.0,1.0482
-0.5,-0.5,-1.0,-0.5,-1.0,1.0484
-0.5,-0.5,-1.0,-0.5,-1.0,1.0486
-0.5,-0.5,-1.0,-0.5,-1.0,1.0488
-0.5,-0.5,-1.0,-0.5,-1.0,1.0490000000000002
-0.5,-0.5,-1.0,-0.5,-1.0,1.0492000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0494
-0.5,-0.5,-1.0,-0.5,-1.0,1.0496
-0.5,-0.5,-1.0,-0.5,-1.0,1.0498
-0.5,-0.5,-1.0,-0.5,-1.0,1.05
-0.5,-0.5,-1.0,-0.5,-1.0,1.0502
-0.5,-0.5,-1.0,-0.5,-1.0,1.0504
-0.5,-0.5,-1.0,-0.5,-1.0,1.0506
-0.5,-0.5,-1.0,-0.5,-1.0,1.0508000000000002
-0.5,-0.5,-1.0,-0.5,-1.0,1.0510000000000002
-0.5,-0.5,-1.0,-0.5,-1.0,1.0512000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0514000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0516
-0.5,-0.5,-1.0,-0.5,-1.0,1.0518
-0.5,-0.5,-1.0,-0.5,-1.0,1.052
-0.5,-0.5,-1.0,-0.5,-1.0,1.0522
-0.5,-0.5,-1.0,-0.5,-1.0,1.0524
-0.5,-0.5,-1.0,-0.5,-1.0,1.0526
-0.5,-0.5,-1.0,-0.5,-1.0,1.0528
-0.5,-0.5,-1.0,-0.5,-1.0,1.0530000000000002
-0.5,-0.5,-1.0,-0.5,-1.0,1.0532000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0534000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0536
-0.5,-0.5,-1.0,-0.5,-1.0,1.0538
-0.5,-0.5,-1.0,-0.5,-1.0,1.054
-0.5,-0.5,-1.0,-0.5,-1.0,1.0542
-0.5,-0.5,-1.0,-0.5,-1.0,1.0544
-0.5,-0.5,-1.0,-0.5,-1.0,1.0546
-0.5,-0.5,-1.0,-0.5,-1.0,1.0548000000000002
-0.5,-0.5,-1.0,-0.5,-1.0,1.0550000000000002
-0.5,-0.5,-1.0,-0.5,-1.0,1.0552000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0554000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0556
-0.5,-0.5,-1.0,-0.5,-1.0,1.0558
-0.5,-0.5,-1.0,-0.5,-1.0,1.056
-0.5,-0.5,-1.0,-0.5,-1.0,1.0562
-0.5,-0.5,-1.0,-0.5,-1.0,1.0564
-0.5,-0.5,-1.0,-0.5,-1.0,1.0566
-0.5,-0.5,-1.0,-0.5,-1.0,1.0568
-0.5,-0.5,-1.0,-0.5,-1.0,1.0570000000000002
-0.5,-0.5,-1.0,-0.5,-1.0,1.0572000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0574000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0576
-0.5,-0.5,-1.0,-0.5,-1.0,1.0578
-0.5,-0.5,-1.0,-0.5,-1.0,1.058
-0.5,-0.5,-1.0,-0.5,-1.0,1.0582
-0.5,-0.5,-1.0,-0.5,-1.0,1.0584
-0.5,-0.5,-1.0,-0.5,-1.0,1.0586
-0.5,-0.5,-1.0,-0.5,-1.0,1.0588000000000002
-0.5,-0.5,-1.0,-0.5,-1.0,1.0590000000000002
-0.5,-0.5,-1.0,-0.5,-1.0,1.0592000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0594000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0596
-0.5,-0.5,-1.0,-0.5,-1.0,1.0598
-0.5,-0.5,-1.0,-0.5,-1.0,1.06
-0.5,-0.5,-1.0,-0.5,-1.0,1.0602
-0.5,-0.5,-1.0,-0.5,-1.0,1.0604
-0.5,-0.5,-1.0,-0.5,-1.0,1.0606
-0.5,-0.5,-1.0,-0.5,-1.0,1.0608
-0.5,-0.5,-1.0,-0.5,-1.0,1.0610000000000002
-0.5,-0.5,-1.0,-0.5,-1.0,1.0612000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0614000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0616
-0.5,-0.5,-1.0,-0.5,-1.0,1.0618
-0.5,-0.5,-1.0,-0.5,-1.0,1.062
-0.5,-0.5,-1.0,-0.5,-1.0,1.0622
-0.5,-0.5,-1.0,-0.5,-1.0,1.0624
-0.5,-0.5,-1.0,-0.5,-1.0,1.0626
-0.5,-0.5,-1.0,-0.5,-1.0,1.0628000000000002
-0.5,-0.5,-1.0,-0.5,-1.0,1.0630000000000002
-0.5,-0.5,-1.0,-0.5,-1.0,1.0632000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0634000000000001
-0.5,-0.5,-1.0,-0.5,-1.0,1.0636
-0.5,-0.5,-1.0,-0.5,-1.0,1.0638
-0.5,-0.5,-1.0,-0.5,-1.0,1.064
-0.5,-0.5,-1.0,-0.5,-1.0,1.0642
