Attack,Stretch,Stretch_sum,Translate,Translate_sum,Voltage
0.5,0.5,1.0,0.4,0.9,0.926
0.5,0.5,1.0,0.39666666666666667,0.8966666666666667,0.9262
0.5,0.5,1.0,0.3933333333333333,0.8933333333333333,0.9264
0.5,0.5,1.0,0.39,0.89,0.9266
0.5,0.5,1.0,0.38666666666666666,0.8866666666666667,0.9268000000000001
0.5,0.5,1.0,0.3833333333333333,0.8833333333333333,0.927
0.5,0.5,1.0,0.38,0.88,0.9272
0.5,0.5,1.0,0.37666666666666665,0.8766666666666667,0.9274
0.5,0.5,1.0,0.3733333333333333,0.8733333333333333,0.9276
0.5,0.5,1.0,0.37,0.87,0.9278000000000001
0.5,0.5,1.0,0.3666666666666667,0.8666666666666667,0.928
0.5,0.5,1.0,0.3633333333333333,0.8633333333333333,0.9282
0.5,0.5,1.0,0.36,0.86,0.9284
0.5,0.5,1.0,0.3566666666666667,0.8566666666666667,0.9286
0.5,0.5,1.0,0.35333333333333333,0.8533333333333333,0.9288000000000001
0.5,0.5,1.0,0.35,0.85,0.929
0.5,0.5,1.0,0.3466666666666667,0.8466666666666667,0.9292
0.5,0.5,1.0,0.3433333333333333,0.8433333333333333,0.9294
0.5,0.5,1.0,0.33999999999999997,0.84,0.9296
0.5,0.5,1.0,0.33666666666666667,0.8366666666666667,0.9298000000000001
0.5,0.5,1.0,0.3333333333333333,0.8333333333333333,0.93
0.5,0.5,1.0,0.32999999999999996,0.83,0.9302
0.5,0.5,1.0,0.32666666666666666,0.8266666666666667,0.9304
0.5,0.5,1.0,0.32333333333333336,0.8233333333333334,0.9306
0.5,0.5,1.0,0.31999999999999995,0.82,0.9308000000000001
0.5,0.5,1.0,0.31666666666666665,0.8166666666666667,0.931
0.5,0.5,1.0,0.31333333333333335,0.8133333333333334,0.9312
0.5,0.5,1.0,0.31,0.81,0.9314
0.5,0.5,1.0,0.30666666666666664,0.8066666666666666,0.9316
0.5,0.5,1.0,0.30333333333333334,0.8033333333333333,0.9318000000000001
0.5,0.5,1.0,0.3,0.8,0.932
0.5,0.5,1.0,0.29666666666666663,0.7966666666666666,0.9322
0.5,0.5,1.0,0.29333333333333333,0.7933333333333333,0.9324
0.5,0.5,1.0,0.29,0.79,0.9326
0.5,0.5,1.0,0.2866666666666666,0.7866666666666666,0.9328000000000001
0.5,0.5,1.0,0.2833333333333333,0.7833333333333333,0.933
0.5,0.5,1.0,0.28,0.78,0.9332
0.5,0.5,1.0,0.2766666666666666,0.7766666666666666,0.9334
0.5,0.5,1.0,0.2733333333333333,0.7733333333333333,0.9336
0.5,0.5,1.0,0.27,0.77,0.9338000000000001
0.5,0.5,1.0,0.26666666666666666,0.7666666666666666,0.934
0.5,0.5,1.0,0.2633333333333333,0.7633333333333333,0.9342
0.5,0.5,1.0,0.26,0.76,0.9344
0.5,0.5,1.0,0.25666666666666665,0.7566666666666666,0.9346
0.5,0.5,1.0,0.2533333333333333,0.7533333333333333,0.9348000000000001
0.5,0.5,1.0,0.25,0.75,0.935
0.5,0.5,1.0,0.24666666666666665,0.7466666666666666,0.9352
0.5,0.5,1.0,0.2433333333333333,0.7433333333333333,0.9354
0.5,0.5,1.0,0.24,0.74,0.9356
0.5,0.5,1.0,0.23666666666666664,0.7366666666666666,0.9358000000000001
0.5,0.5,1.0,0.23333333333333334,0.7333333333333334,0.936
0.5,0.5,1.0,0.22999999999999998,0.73,0.9362
0.5,0.5,1.0,0.22666666666666663,0.7266666666666666,0.9364
0.5,0.5,1.0,0.22333333333333333,0.7233333333333334,0.9366
0.5,0.5,1.0,0.21999999999999997,0.72,0.9368000000000001
0.5,0.5,1.0,0.21666666666666667,0.7166666666666667,0.937
0.5,0.5,1.0,0.21333333333333332,0.7133333333333334,0.9372
0.5,0.5,1.0,0.20999999999999996,0.71,0.9374
0.5,0.5,1.0,0.20666666666666667,0.7066666666666667,0.9376
0.5,0.5,1.0,0.2033333333333333,0.7033333333333334,0.9378000000000001
0.5,0.5,1.0,0.19999999999999996,0.7,0.9380000000000001
0.5,0.5,1.0,0.19666666666666666,0.6966666666666667,0.9382
0.5,0.5,1.0,0.1933333333333333,0.6933333333333334,0.9384
0.5,0.5,1.0,0.19,0.69,0.9386
0.5,0.5,1.0,0.18666666666666665,0.6866666666666666,0.9388000000000001
0.5,0.5,1.0,0.1833333333333333,0.6833333333333333,0.9390000000000001
0.5,0.5,1.0,0.18,0.6799999999999999,0.9392
0.5,0.5,1.0,0.17666666666666664,0.6766666666666666,0.9394
0.5,0.5,1.0,0.17333333333333334,0.6733333333333333,0.9396
0.5,0.5,1.0,0.16999999999999998,0.6699999999999999,0.9398000000000001
0.5,0.5,1.0,0.16666666666666663,0.6666666666666666,0.9400000000000001
0.5,0.5,1.0,0.16333333333333333,0.6633333333333333,0.9402
0.5,0.5,1.0,0.15999999999999998,0.6599999999999999,0.9404
0.5,0.5,1.0,0.15666666666666662,0.6566666666666666,0.9406
0.5,0.5,1.0,0.15333333333333332,0.6533333333333333,0.9408000000000001
0.5,0.5,1.0,0.14999999999999997,0.6499999999999999,0.9410000000000001
0.5,0.5,1.0,0.14666666666666667,0.6466666666666667,0.9412
0.5,0.5,1.0,0.1433333333333333,0.6433333333333333,0.9414
0.5,0.5,1.0,0.13999999999999996,0.6399999999999999,0.9416
0.5,0.5,1.0,0.13666666666666666,0.6366666666666667,0.9418000000000001
0.5,0.5,1.0,0.1333333333333333,0.6333333333333333,0.9420000000000001
0.5,0.5,1.0,0.12999999999999995,0.6299999999999999,0.9422
0.5,0.5,1.0,0.12666666666666665,0.6266666666666667,0.9424
0.5,0.5,1.0,0.1233333333333333,0.6233333333333333,0.9426
0.5,0.5,1.0,0.12,0.62,0.9428000000000001
0.5,0.5,1.0,0.11666666666666664,0.6166666666666667,0.9430000000000001
0.5,0.5,1.0,0.11333333333333329,0.6133333333333333,0.9432
0.5,0.5,1.0,0.10999999999999999,0.61,0.9434
0.5,0.5,1.0,0.10666666666666663,0.6066666666666667,0.9436
0.5,0.5,1.0,0.10333333333333333,0.6033333333333333,0.9438000000000001
0.5,0.5,1.0,0.09999999999999998,0.6,0.9440000000000001
0.5,0.5,1.0,0.09666666666666662,0.5966666666666667,0.9442
0.5,0.5,1.0,0.09333333333333332,0.5933333333333333,0.9444
0.5,0.5,1.0,0.08999999999999997,0.59,0.9446
0.5,0.5,1.0,0.08666666666666661,0.5866666666666667,0.9448000000000001
0.5,0.5,1.0,0.08333333333333331,0.5833333333333333,0.9450000000000001
0.5,0.5,1.0,0.07999999999999996,0.58,0.9452
0.5,0.5,1.0,0.07666666666666666,0.5766666666666667,0.9454
0.5,0.5,1.0,0.0733333333333333,0.5733333333333333,0.9456
0.5,0.5,1.0,0.06999999999999995,0.57,0.9458000000000001
0.5,0.5,1.0,0.06666666666666665,0.5666666666666667,0.9460000000000001
0.5,0.5,1.0,0.0633333333333333,0.5633333333333332,0.9462
0.5,0.5,1.0,0.06,0.56,0.9464
0.5,0.5,1.0,0.05666666666666664,0.5566666666666666,0.9466
0.5,0.5,1.0,0.05333333333333329,0.5533333333333332,0.9468000000000001
0.5,0.5,1.0,0.04999999999999999,0.55,0.9470000000000001
0.5,0.5,1.0,0.046666666666666634,0.5466666666666666,0.9472
0.5,0.5,1.0,0.04333333333333328,0.5433333333333332,0.9474
0.5,0.5,1.0,0.03999999999999998,0.54,0.9476
0.5,0.5,1.0,0.036666666666666625,0.5366666666666666,0.9478000000000001
0.5,0.5,1.0,0.033333333333333326,0.5333333333333333,0.9480000000000001
0.5,0.5,1.0,0.02999999999999997,0.53,0.9482
0.5,0.5,1.0,0.026666666666666616,0.5266666666666666,0.9484
0.5,0.5,1.0,0.023333333333333317,0.5233333333333333,0.9486
0.5,0.5,1.0,0.019999999999999962,0.52,0.9488000000000001
0.5,0.5,1.0,0.016666666666666663,0.5166666666666666,0.9490000000000001
0.5,0.5,1.0,0.013333333333333308,0.5133333333333333,0.9492
0.5,0.5,1.0,0.009999999999999953,0.51,0.9494
0.5,0.5,1.0,0.006666666666666654,0.5066666666666666,0.9496
0.5,0.5,1.0,0.0033333333333332993,0.5033333333333333,0.9498000000000001
0.5,0.5,1.0,0.0,0.5,0.9500000000000001
0.5,0.5,1.0,-0.0033333333333334103,0.4966666666666666,0.9502
0.5,0.5,1.0,-0.00666666666666671,0.4933333333333333,0.9504
0.5,0.5,1.0,-0.010000000000000009,0.49,0.9506
0.5,0.5,1.0,-0.01333333333333342,0.4866666666666666,0.9508000000000001
0.5,0.5,1.0,-0.01666666666666672,0.4833333333333333,0.9510000000000001
0.5,0.5,1.0,-0.020000000000000018,0.48,0.9512
0.5,0.5,1.0,-0.023333333333333317,0.4766666666666667,0.9514
0.5,0.5,1.0,-0.026666666666666727,0.4733333333333333,0.9516
0.5,0.5,1.0,-0.030000000000000027,0.47,0.9518000000000001
0.5,0.5,1.0,-0.033333333333333326,0.4666666666666667,0.9520000000000001
0.5,0.5,1.0,-0.036666666666666736,0.46333333333333326,0.9522
0.5,0.5,1.0,-0.040000000000000036,0.45999999999999996,0.9524
0.5,0.5,1.0,-0.043333333333333335,0.45666666666666667,0.9526
0.5,0.5,1.0,-0.046666666666666745,0.45333333333333325,0.9528000000000001
0.5,0.5,1.0,-0.050000000000000044,0.44999999999999996,0.9530000000000001
0.5,0.5,1.0,-0.053333333333333344,0.44666666666666666,0.9532
0.5,0.5,1.0,-0.056666666666666754,0.44333333333333325,0.9534
0.5,0.5,1.0,-0.06000000000000005,0.43999999999999995,0.9536
0.5,0.5,1.0,-0.06333333333333335,0.43666666666666665,0.9538
0.5,0.5,1.0,-0.06666666666666665,0.43333333333333335,0.9540000000000001
0.5,0.5,1.0,-0.07000000000000006,0.42999999999999994,0.9542
0.5,0.5,1.0,-0.07333333333333336,0.42666666666666664,0.9544
0.5,0.5,1.0,-0.07666666666666666,0.42333333333333334,0.9546
0.5,0.5,1.0,-0.08000000000000007,0.41999999999999993,0.9548000000000001
0.5,0.5,1.0,-0.08333333333333337,0.41666666666666663,0.9550000000000001
0.5,0.5,1.0,-0.08666666666666667,0.41333333333333333,0.9552
0.5,0.5,1.0,-0.09000000000000008,0.4099999999999999,0.9554
0.5,0.5,1.0,-0.09333333333333338,0.4066666666666666,0.9556
0.5,0.5,1.0,-0.09666666666666668,0.4033333333333333,0.9558
0.5,0.5,1.0,-0.10000000000000009,0.3999999999999999,0.9560000000000001
0.5,0.5,1.0,-0.10333333333333339,0.3966666666666666,0.9562
0.5,0.5,1.0,-0.10666666666666669,0.3933333333333333,0.9564
0.5,0.5,1.0,-0.10999999999999999,0.39,0.9566
0.5,0.5,1.0,-0.1133333333333334,0.3866666666666666,0.9568000000000001
0.5,0.5,1.0,-0.1166666666666667,0.3833333333333333,0.9570000000000001
0.5,0.5,1.0,-0.12,0.38,0.9572
0.5,0.5,1.0,-0.1233333333333334,0.3766666666666666,0.9574
0.5,0.5,1.0,-0.1266666666666667,0.3733333333333333,0.9576
0.5,0.5,1.0,-0.13,0.37,0.9578
0.5,0.5,1.0,-0.13333333333333341,0.3666666666666666,0.9580000000000001
0.5,0.5,1.0,-0.13666666666666671,0.3633333333333333,0.9582
0.5,0.5,1.0,-0.14,0.36,0.9584
0.5,0.5,1.0,-0.14333333333333342,0.3566666666666666,0.9586
0.5,0.5,1.0,-0.14666666666666672,0.3533333333333333,0.9588000000000001
0.5,0.5,1.0,-0.15000000000000002,0.35,0.9590000000000001
0.5,0.5,1.0,-0.15333333333333332,0.3466666666666667,0.9592
0.5,0.5,1.0,-0.15666666666666673,0.34333333333333327,0.9594
0.5,0.5,1.0,-0.16000000000000003,0.33999999999999997,0.9596
0.5,0.5,1.0,-0.16333333333333333,0.33666666666666667,0.9598
0.5,0.5,1.0,-0.16666666666666674,0.33333333333333326,0.9600000000000001
0.5,0.4975,0.9975,-0.17000000000000004,0.32999999999999996,0.9602
0.5,0.495,0.995,-0.17333333333333334,0.32666666666666666,0.9604
0.5,0.4925,0.9924999999999999,-0.17666666666666675,0.32333333333333325,0.9606
0.5,0.49,0.99,-0.18000000000000005,0.31999999999999995,0.9608000000000001
0.5,0.4875,0.9875,-0.18333333333333335,0.31666666666666665,0.9610000000000001
0.5,0.485,0.985,-0.18666666666666676,0.31333333333333324,0.9612
0.5,0.4825,0.9824999999999999,-0.19000000000000006,0.30999999999999994,0.9614
0.5,0.48,0.98,-0.19333333333333336,0.30666666666666664,0.9616
0.5,0.4775,0.9775,-0.19666666666666666,0.30333333333333334,0.9618
0.5,0.475,0.975,-0.20000000000000007,0.29999999999999993,0.9620000000000001
0.5,0.4725,0.9724999999999999,-0.20333333333333337,0.29666666666666663,0.9622
0.5,0.47,0.97,-0.20666666666666667,0.29333333333333333,0.9624
0.5,0.4675,0.9675,-0.21000000000000008,0.2899999999999999,0.9626
0.5,0.46499999999999997,0.965,-0.21333333333333337,0.2866666666666666,0.9628000000000001
0.5,0.4625,0.9625,-0.21666666666666667,0.2833333333333333,0.9630000000000001
0.5,0.46,0.96,-0.22000000000000008,0.2799999999999999,0.9632000000000001
0.5,0.4575,0.9575,-0.22333333333333338,0.2766666666666666,0.9634
0.5,0.455,0.9550000000000001,-0.22666666666666668,0.2733333333333333,0.9636
0.5,0.4525,0.9525,-0.2300000000000001,0.2699999999999999,0.9638
0.5,0.45,0.95,-0.2333333333333334,0.2666666666666666,0.9640000000000001
0.5,0.4475,0.9475,-0.2366666666666667,0.2633333333333333,0.9642000000000001
0.5,0.445,0.9450000000000001,-0.2400000000000001,0.2599999999999999,0.9644
0.5,0.4425,0.9425,-0.2433333333333334,0.2566666666666666,0.9646
0.5,0.44,0.94,-0.2466666666666667,0.2533333333333333,0.9648000000000001
0.5,0.4375,0.9375,-0.25,0.25,0.9650000000000001
0.5,0.435,0.935,-0.2533333333333334,0.2466666666666666,0.9652000000000001
0.5,0.4325,0.9325,-0.2566666666666667,0.2433333333333333,0.9654
0.5,0.43,0.9299999999999999,-0.26,0.24,0.9656
