Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 648.081816852382, 606.688209110381, 3222.14786448098, 3642.71869485781, 15.972851056671, 46.3246115226535, 96.4624649460866
